,ID,Name,Result,Class
36056,36057,n36057,29,A
36057,36058,n36058,11,E
36058,36059,n36059,14,G
36059,36060,n36060,95,F
36060,36061,n36061,22,G
36061,36062,n36062,97,E
36062,36063,n36063,15,G
36063,36064,n36064,37,E
36064,36065,n36065,78,C
36065,36066,n36066,95,D
36066,36067,n36067,42,F
36067,36068,n36068,22,C
36068,36069,n36069,94,B
36069,36070,n36070,30,C
36070,36071,n36071,64,C
36071,36072,n36072,37,C
36072,36073,n36073,26,E
36073,36074,n36074,91,C
36074,36075,n36075,57,C
36075,36076,n36076,17,B
36076,36077,n36077,23,F
36077,36078,n36078,21,F
36078,36079,n36079,39,D
36079,36080,n36080,98,E
36080,36081,n36081,1,G
36081,36082,n36082,97,G
36082,36083,n36083,69,A
36083,36084,n36084,26,E
36084,36085,n36085,28,D
36085,36086,n36086,32,A
36086,36087,n36087,71,E
36087,36088,n36088,63,E
36088,36089,n36089,86,B
36089,36090,n36090,49,B
36090,36091,n36091,15,C
36091,36092,n36092,38,G
36092,36093,n36093,26,D
36093,36094,n36094,73,C
36094,36095,n36095,76,E
36095,36096,n36096,38,F
36096,36097,n36097,48,A
36097,36098,n36098,26,E
36098,36099,n36099,6,F
36099,36100,n36100,85,C
36100,36101,n36101,3,G
36101,36102,n36102,83,G
36102,36103,n36103,56,E
36103,36104,n36104,12,E
36104,36105,n36105,16,F
36105,36106,n36106,99,D
36106,36107,n36107,26,A
36107,36108,n36108,92,B
36108,36109,n36109,55,C
36109,36110,n36110,23,D
36110,36111,n36111,56,B
36111,36112,n36112,4,A
36112,36113,n36113,40,B
36113,36114,n36114,78,F
36114,36115,n36115,20,A
36115,36116,n36116,34,E
36116,36117,n36117,49,F
36117,36118,n36118,33,E
36118,36119,n36119,25,E
36119,36120,n36120,87,E
36120,36121,n36121,32,B
36121,36122,n36122,18,D
36122,36123,n36123,82,B
36123,36124,n36124,65,D
36124,36125,n36125,44,C
36125,36126,n36126,22,B
36126,36127,n36127,30,F
36127,36128,n36128,43,G
36128,36129,n36129,59,A
36129,36130,n36130,90,G
36130,36131,n36131,73,C
36131,36132,n36132,6,D
36132,36133,n36133,23,G
36133,36134,n36134,2,B
36134,36135,n36135,44,A
36135,36136,n36136,56,E
36136,36137,n36137,8,C
36137,36138,n36138,69,G
36138,36139,n36139,62,A
36139,36140,n36140,10,D
36140,36141,n36141,42,D
36141,36142,n36142,67,A
36142,36143,n36143,27,A
36143,36144,n36144,27,G
36144,36145,n36145,62,F
36145,36146,n36146,99,A
36146,36147,n36147,17,E
36147,36148,n36148,11,E
36148,36149,n36149,55,B
36149,36150,n36150,100,G
36150,36151,n36151,17,G
36151,36152,n36152,38,B
36152,36153,n36153,55,G
36153,36154,n36154,70,G
36154,36155,n36155,74,B
36155,36156,n36156,3,E
36156,36157,n36157,15,D
36157,36158,n36158,75,D
36158,36159,n36159,36,A
36159,36160,n36160,5,D
36160,36161,n36161,62,E
36161,36162,n36162,99,F
36162,36163,n36163,10,A
36163,36164,n36164,43,G
36164,36165,n36165,40,A
36165,36166,n36166,43,G
36166,36167,n36167,66,E
36167,36168,n36168,61,G
36168,36169,n36169,24,E
36169,36170,n36170,27,C
36170,36171,n36171,67,G
36171,36172,n36172,84,A
36172,36173,n36173,87,F
36173,36174,n36174,11,C
36174,36175,n36175,10,F
36175,36176,n36176,65,A
36176,36177,n36177,78,F
36177,36178,n36178,98,B
36178,36179,n36179,38,C
36179,36180,n36180,88,F
36180,36181,n36181,46,A
36181,36182,n36182,73,F
36182,36183,n36183,19,E
36183,36184,n36184,12,D
36184,36185,n36185,28,D
36185,36186,n36186,3,F
36186,36187,n36187,75,E
36187,36188,n36188,19,D
36188,36189,n36189,88,F
36189,36190,n36190,24,F
36190,36191,n36191,12,E
36191,36192,n36192,64,E
36192,36193,n36193,53,E
36193,36194,n36194,93,A
36194,36195,n36195,77,C
36195,36196,n36196,87,A
36196,36197,n36197,27,E
36197,36198,n36198,62,F
36198,36199,n36199,65,A
36199,36200,n36200,38,E
36200,36201,n36201,58,F
36201,36202,n36202,36,C
36202,36203,n36203,8,D
36203,36204,n36204,33,D
36204,36205,n36205,62,D
36205,36206,n36206,79,E
36206,36207,n36207,78,F
36207,36208,n36208,46,G
36208,36209,n36209,18,F
36209,36210,n36210,40,E
36210,36211,n36211,56,G
36211,36212,n36212,90,D
36212,36213,n36213,100,A
36213,36214,n36214,93,G
36214,36215,n36215,54,C
36215,36216,n36216,90,D
36216,36217,n36217,22,E
36217,36218,n36218,29,C
36218,36219,n36219,50,C
36219,36220,n36220,62,E
36220,36221,n36221,25,B
36221,36222,n36222,21,A
36222,36223,n36223,98,A
36223,36224,n36224,23,G
36224,36225,n36225,99,F
36225,36226,n36226,2,E
36226,36227,n36227,46,F
36227,36228,n36228,97,E
36228,36229,n36229,49,C
36229,36230,n36230,78,D
36230,36231,n36231,74,C
36231,36232,n36232,77,A
36232,36233,n36233,73,F
36233,36234,n36234,90,A
36234,36235,n36235,41,E
36235,36236,n36236,89,D
36236,36237,n36237,10,B
36237,36238,n36238,9,A
36238,36239,n36239,39,A
36239,36240,n36240,45,B
36240,36241,n36241,73,F
36241,36242,n36242,31,D
36242,36243,n36243,28,A
36243,36244,n36244,43,E
36244,36245,n36245,17,B
36245,36246,n36246,23,B
36246,36247,n36247,30,F
36247,36248,n36248,38,A
36248,36249,n36249,74,B
36249,36250,n36250,16,A
36250,36251,n36251,17,D
36251,36252,n36252,92,G
36252,36253,n36253,31,D
36253,36254,n36254,100,E
36254,36255,n36255,68,A
36255,36256,n36256,40,A
36256,36257,n36257,38,B
36257,36258,n36258,62,B
36258,36259,n36259,62,E
36259,36260,n36260,84,D
36260,36261,n36261,30,D
36261,36262,n36262,55,B
36262,36263,n36263,10,C
36263,36264,n36264,42,A
36264,36265,n36265,41,C
36265,36266,n36266,94,E
36266,36267,n36267,35,D
36267,36268,n36268,50,G
36268,36269,n36269,72,F
36269,36270,n36270,66,G
36270,36271,n36271,23,B
36271,36272,n36272,20,G
36272,36273,n36273,72,E
36273,36274,n36274,17,F
36274,36275,n36275,66,C
36275,36276,n36276,13,D
36276,36277,n36277,65,C
36277,36278,n36278,24,C
36278,36279,n36279,17,C
36279,36280,n36280,8,B
36280,36281,n36281,34,C
36281,36282,n36282,88,A
36282,36283,n36283,40,D
36283,36284,n36284,1,A
36284,36285,n36285,0,B
36285,36286,n36286,44,A
36286,36287,n36287,79,B
36287,36288,n36288,81,C
36288,36289,n36289,97,C
36289,36290,n36290,25,G
36290,36291,n36291,35,G
36291,36292,n36292,85,D
36292,36293,n36293,10,F
36293,36294,n36294,10,A
36294,36295,n36295,8,C
36295,36296,n36296,37,F
36296,36297,n36297,89,C
36297,36298,n36298,44,A
36298,36299,n36299,41,F
36299,36300,n36300,50,D
36300,36301,n36301,24,B
36301,36302,n36302,19,D
36302,36303,n36303,61,D
36303,36304,n36304,65,G
36304,36305,n36305,48,B
36305,36306,n36306,88,E
36306,36307,n36307,86,G
36307,36308,n36308,6,C
36308,36309,n36309,52,A
36309,36310,n36310,65,E
36310,36311,n36311,62,C
36311,36312,n36312,50,F
36312,36313,n36313,56,A
36313,36314,n36314,7,C
36314,36315,n36315,14,G
36315,36316,n36316,75,E
36316,36317,n36317,97,D
36317,36318,n36318,38,C
36318,36319,n36319,11,F
36319,36320,n36320,47,D
36320,36321,n36321,45,D
36321,36322,n36322,100,D
36322,36323,n36323,31,B
36323,36324,n36324,36,E
36324,36325,n36325,37,C
36325,36326,n36326,88,D
36326,36327,n36327,17,C
36327,36328,n36328,73,A
36328,36329,n36329,5,B
36329,36330,n36330,15,D
36330,36331,n36331,81,A
36331,36332,n36332,64,B
36332,36333,n36333,85,A
36333,36334,n36334,40,G
36334,36335,n36335,60,G
36335,36336,n36336,79,F
36336,36337,n36337,83,C
36337,36338,n36338,4,G
36338,36339,n36339,67,G
36339,36340,n36340,90,B
36340,36341,n36341,49,F
36341,36342,n36342,90,E
36342,36343,n36343,77,A
36343,36344,n36344,86,F
36344,36345,n36345,78,A
36345,36346,n36346,97,B
36346,36347,n36347,97,C
36347,36348,n36348,86,C
36348,36349,n36349,1,C
36349,36350,n36350,87,B
36350,36351,n36351,80,G
36351,36352,n36352,27,B
36352,36353,n36353,67,F
36353,36354,n36354,49,C
36354,36355,n36355,57,B
36355,36356,n36356,89,G
36356,36357,n36357,37,B
36357,36358,n36358,10,B
36358,36359,n36359,93,C
36359,36360,n36360,41,E
36360,36361,n36361,98,A
36361,36362,n36362,57,F
36362,36363,n36363,71,C
36363,36364,n36364,0,A
36364,36365,n36365,4,G
36365,36366,n36366,93,C
36366,36367,n36367,59,G
36367,36368,n36368,46,D
36368,36369,n36369,29,F
36369,36370,n36370,17,D
36370,36371,n36371,21,C
36371,36372,n36372,87,F
36372,36373,n36373,38,E
36373,36374,n36374,65,B
36374,36375,n36375,35,F
36375,36376,n36376,85,D
36376,36377,n36377,18,C
36377,36378,n36378,4,D
36378,36379,n36379,48,A
36379,36380,n36380,24,G
36380,36381,n36381,45,F
36381,36382,n36382,3,F
36382,36383,n36383,54,E
36383,36384,n36384,73,G
36384,36385,n36385,3,G
36385,36386,n36386,11,E
36386,36387,n36387,87,F
36387,36388,n36388,11,C
36388,36389,n36389,61,A
36389,36390,n36390,57,D
36390,36391,n36391,28,D
36391,36392,n36392,38,E
36392,36393,n36393,61,A
36393,36394,n36394,68,B
36394,36395,n36395,52,G
36395,36396,n36396,65,C
36396,36397,n36397,72,E
36397,36398,n36398,35,B
36398,36399,n36399,1,C
36399,36400,n36400,28,B
36400,36401,n36401,9,B
36401,36402,n36402,59,D
36402,36403,n36403,82,A
36403,36404,n36404,20,B
36404,36405,n36405,28,C
36405,36406,n36406,58,E
36406,36407,n36407,77,C
36407,36408,n36408,32,E
36408,36409,n36409,97,C
36409,36410,n36410,56,C
36410,36411,n36411,48,D
36411,36412,n36412,42,G
36412,36413,n36413,10,A
36413,36414,n36414,64,A
36414,36415,n36415,26,E
36415,36416,n36416,82,G
36416,36417,n36417,8,E
36417,36418,n36418,20,A
36418,36419,n36419,12,F
36419,36420,n36420,43,A
36420,36421,n36421,91,D
36421,36422,n36422,7,E
36422,36423,n36423,58,E
36423,36424,n36424,51,E
36424,36425,n36425,16,B
36425,36426,n36426,39,D
36426,36427,n36427,21,G
36427,36428,n36428,68,F
36428,36429,n36429,19,A
36429,36430,n36430,68,B
36430,36431,n36431,18,E
36431,36432,n36432,61,E
36432,36433,n36433,6,E
36433,36434,n36434,87,C
36434,36435,n36435,43,A
36435,36436,n36436,58,D
36436,36437,n36437,100,E
36437,36438,n36438,91,B
36438,36439,n36439,50,A
36439,36440,n36440,41,F
36440,36441,n36441,92,G
36441,36442,n36442,43,B
36442,36443,n36443,38,G
36443,36444,n36444,31,C
36444,36445,n36445,44,F
36445,36446,n36446,6,D
36446,36447,n36447,17,D
36447,36448,n36448,5,F
36448,36449,n36449,39,B
36449,36450,n36450,91,B
36450,36451,n36451,65,G
36451,36452,n36452,55,G
36452,36453,n36453,71,G
36453,36454,n36454,3,A
36454,36455,n36455,18,B
36455,36456,n36456,46,G
36456,36457,n36457,9,B
36457,36458,n36458,85,D
36458,36459,n36459,35,F
36459,36460,n36460,100,B
36460,36461,n36461,81,E
36461,36462,n36462,84,B
36462,36463,n36463,3,G
36463,36464,n36464,86,C
36464,36465,n36465,30,E
36465,36466,n36466,58,G
36466,36467,n36467,34,E
36467,36468,n36468,17,F
36468,36469,n36469,35,A
36469,36470,n36470,69,B
36470,36471,n36471,42,A
36471,36472,n36472,65,B
36472,36473,n36473,40,G
36473,36474,n36474,89,A
36474,36475,n36475,36,F
36475,36476,n36476,47,C
36476,36477,n36477,82,E
36477,36478,n36478,33,F
36478,36479,n36479,74,B
36479,36480,n36480,0,A
36480,36481,n36481,70,E
36481,36482,n36482,38,B
36482,36483,n36483,66,D
36483,36484,n36484,13,E
36484,36485,n36485,100,G
36485,36486,n36486,40,G
36486,36487,n36487,40,F
36487,36488,n36488,43,A
36488,36489,n36489,84,A
36489,36490,n36490,56,D
36490,36491,n36491,29,B
36491,36492,n36492,1,B
36492,36493,n36493,72,C
36493,36494,n36494,47,B
36494,36495,n36495,18,C
36495,36496,n36496,43,G
36496,36497,n36497,9,E
36497,36498,n36498,46,B
36498,36499,n36499,15,C
36499,36500,n36500,63,C
36500,36501,n36501,42,G
36501,36502,n36502,56,G
36502,36503,n36503,69,E
36503,36504,n36504,72,B
36504,36505,n36505,92,B
36505,36506,n36506,28,F
36506,36507,n36507,15,B
36507,36508,n36508,48,A
36508,36509,n36509,85,E
36509,36510,n36510,87,D
36510,36511,n36511,12,B
36511,36512,n36512,68,A
36512,36513,n36513,12,G
36513,36514,n36514,98,G
36514,36515,n36515,83,A
36515,36516,n36516,100,E
36516,36517,n36517,45,D
36517,36518,n36518,27,B
36518,36519,n36519,87,C
36519,36520,n36520,49,G
36520,36521,n36521,47,B
36521,36522,n36522,24,D
36522,36523,n36523,23,B
36523,36524,n36524,13,G
36524,36525,n36525,23,A
36525,36526,n36526,33,B
36526,36527,n36527,68,C
36527,36528,n36528,2,F
36528,36529,n36529,29,C
36529,36530,n36530,88,F
36530,36531,n36531,56,C
36531,36532,n36532,32,D
36532,36533,n36533,65,E
36533,36534,n36534,30,B
36534,36535,n36535,10,C
36535,36536,n36536,4,B
36536,36537,n36537,12,D
36537,36538,n36538,25,B
36538,36539,n36539,76,G
36539,36540,n36540,41,C
36540,36541,n36541,79,C
36541,36542,n36542,74,F
36542,36543,n36543,66,G
36543,36544,n36544,54,B
36544,36545,n36545,76,G
36545,36546,n36546,53,C
36546,36547,n36547,42,D
36547,36548,n36548,29,B
36548,36549,n36549,82,D
36549,36550,n36550,87,A
36550,36551,n36551,20,G
36551,36552,n36552,70,A
36552,36553,n36553,49,E
36553,36554,n36554,66,F
36554,36555,n36555,0,F
36555,36556,n36556,68,B
36556,36557,n36557,56,C
36557,36558,n36558,55,A
36558,36559,n36559,46,D
36559,36560,n36560,96,C
36560,36561,n36561,2,B
36561,36562,n36562,51,B
36562,36563,n36563,52,A
36563,36564,n36564,15,E
36564,36565,n36565,69,D
36565,36566,n36566,15,A
36566,36567,n36567,36,G
36567,36568,n36568,5,C
36568,36569,n36569,6,A
36569,36570,n36570,70,F
36570,36571,n36571,6,B
36571,36572,n36572,79,D
36572,36573,n36573,21,G
36573,36574,n36574,26,F
36574,36575,n36575,73,F
36575,36576,n36576,0,G
36576,36577,n36577,13,B
36577,36578,n36578,92,C
36578,36579,n36579,68,B
36579,36580,n36580,53,C
36580,36581,n36581,92,A
36581,36582,n36582,0,B
36582,36583,n36583,35,B
36583,36584,n36584,32,C
36584,36585,n36585,20,B
36585,36586,n36586,37,F
36586,36587,n36587,29,E
36587,36588,n36588,13,B
36588,36589,n36589,1,A
36589,36590,n36590,58,B
36590,36591,n36591,49,B
36591,36592,n36592,87,G
36592,36593,n36593,86,G
36593,36594,n36594,32,E
36594,36595,n36595,47,E
36595,36596,n36596,43,D
36596,36597,n36597,94,D
36597,36598,n36598,63,E
36598,36599,n36599,68,G
36599,36600,n36600,100,F
36600,36601,n36601,65,E
36601,36602,n36602,98,A
36602,36603,n36603,89,E
36603,36604,n36604,42,G
36604,36605,n36605,79,G
36605,36606,n36606,98,C
36606,36607,n36607,97,B
36607,36608,n36608,79,C
36608,36609,n36609,48,F
36609,36610,n36610,87,F
36610,36611,n36611,63,A
36611,36612,n36612,19,D
36612,36613,n36613,13,D
36613,36614,n36614,81,G
36614,36615,n36615,82,D
36615,36616,n36616,77,D
36616,36617,n36617,23,E
36617,36618,n36618,56,C
36618,36619,n36619,37,G
36619,36620,n36620,62,F
36620,36621,n36621,17,G
36621,36622,n36622,47,G
36622,36623,n36623,29,C
36623,36624,n36624,6,A
36624,36625,n36625,30,E
36625,36626,n36626,17,G
36626,36627,n36627,54,G
36627,36628,n36628,73,C
36628,36629,n36629,31,G
36629,36630,n36630,41,F
36630,36631,n36631,62,F
36631,36632,n36632,21,A
36632,36633,n36633,68,F
36633,36634,n36634,26,B
36634,36635,n36635,68,G
36635,36636,n36636,27,A
36636,36637,n36637,52,G
36637,36638,n36638,83,B
36638,36639,n36639,19,G
36639,36640,n36640,66,B
36640,36641,n36641,90,E
36641,36642,n36642,13,D
36642,36643,n36643,44,D
36643,36644,n36644,17,C
36644,36645,n36645,77,G
36645,36646,n36646,12,E
36646,36647,n36647,95,B
36647,36648,n36648,63,G
36648,36649,n36649,0,D
36649,36650,n36650,83,G
36650,36651,n36651,18,A
36651,36652,n36652,0,B
36652,36653,n36653,61,D
36653,36654,n36654,95,D
36654,36655,n36655,44,C
36655,36656,n36656,3,C
36656,36657,n36657,29,B
36657,36658,n36658,62,F
36658,36659,n36659,95,E
36659,36660,n36660,15,F
36660,36661,n36661,15,E
36661,36662,n36662,95,C
36662,36663,n36663,51,F
36663,36664,n36664,18,A
36664,36665,n36665,91,D
36665,36666,n36666,48,G
36666,36667,n36667,71,F
36667,36668,n36668,87,F
36668,36669,n36669,22,B
36669,36670,n36670,51,G
36670,36671,n36671,22,D
36671,36672,n36672,38,B
36672,36673,n36673,44,E
36673,36674,n36674,76,A
36674,36675,n36675,35,E
36675,36676,n36676,9,B
36676,36677,n36677,84,G
36677,36678,n36678,53,C
36678,36679,n36679,6,A
36679,36680,n36680,0,F
36680,36681,n36681,48,G
36681,36682,n36682,10,E
36682,36683,n36683,26,C
36683,36684,n36684,82,A
36684,36685,n36685,83,C
36685,36686,n36686,18,G
36686,36687,n36687,31,B
36687,36688,n36688,71,A
36688,36689,n36689,86,B
36689,36690,n36690,8,B
36690,36691,n36691,84,D
36691,36692,n36692,50,D
36692,36693,n36693,97,E
36693,36694,n36694,67,D
36694,36695,n36695,26,B
36695,36696,n36696,48,F
36696,36697,n36697,51,E
36697,36698,n36698,72,F
36698,36699,n36699,85,F
36699,36700,n36700,22,B
36700,36701,n36701,37,G
36701,36702,n36702,48,D
36702,36703,n36703,88,E
36703,36704,n36704,62,B
36704,36705,n36705,24,B
36705,36706,n36706,41,B
36706,36707,n36707,28,E
36707,36708,n36708,88,B
36708,36709,n36709,12,G
36709,36710,n36710,63,C
36710,36711,n36711,69,G
36711,36712,n36712,45,B
36712,36713,n36713,2,A
36713,36714,n36714,26,F
36714,36715,n36715,79,D
36715,36716,n36716,37,D
36716,36717,n36717,59,E
36717,36718,n36718,74,D
36718,36719,n36719,51,A
36719,36720,n36720,84,B
36720,36721,n36721,100,A
36721,36722,n36722,84,G
36722,36723,n36723,94,A
36723,36724,n36724,56,E
36724,36725,n36725,62,D
36725,36726,n36726,43,D
36726,36727,n36727,50,F
36727,36728,n36728,49,G
36728,36729,n36729,90,C
36729,36730,n36730,11,C
36730,36731,n36731,11,G
36731,36732,n36732,24,E
36732,36733,n36733,91,D
36733,36734,n36734,95,E
36734,36735,n36735,60,E
36735,36736,n36736,89,D
36736,36737,n36737,9,C
36737,36738,n36738,15,G
36738,36739,n36739,44,B
36739,36740,n36740,77,E
36740,36741,n36741,92,D
36741,36742,n36742,26,D
36742,36743,n36743,9,B
36743,36744,n36744,85,F
36744,36745,n36745,49,E
36745,36746,n36746,42,C
36746,36747,n36747,69,C
36747,36748,n36748,2,B
36748,36749,n36749,59,D
36749,36750,n36750,30,F
36750,36751,n36751,67,G
36751,36752,n36752,48,A
36752,36753,n36753,85,A
36753,36754,n36754,28,A
36754,36755,n36755,91,F
36755,36756,n36756,45,G
36756,36757,n36757,0,G
36757,36758,n36758,77,C
36758,36759,n36759,17,G
36759,36760,n36760,56,A
36760,36761,n36761,26,A
36761,36762,n36762,60,E
36762,36763,n36763,97,G
36763,36764,n36764,76,A
36764,36765,n36765,53,F
36765,36766,n36766,33,F
36766,36767,n36767,28,D
36767,36768,n36768,15,F
36768,36769,n36769,26,B
36769,36770,n36770,22,E
36770,36771,n36771,58,F
36771,36772,n36772,26,E
36772,36773,n36773,25,F
36773,36774,n36774,24,D
36774,36775,n36775,85,C
36775,36776,n36776,87,C
36776,36777,n36777,97,B
36777,36778,n36778,87,F
36778,36779,n36779,75,A
36779,36780,n36780,37,F
36780,36781,n36781,24,G
36781,36782,n36782,44,C
36782,36783,n36783,0,E
36783,36784,n36784,32,A
36784,36785,n36785,34,D
36785,36786,n36786,96,G
36786,36787,n36787,27,D
36787,36788,n36788,16,E
36788,36789,n36789,19,D
36789,36790,n36790,78,C
36790,36791,n36791,76,F
36791,36792,n36792,81,E
36792,36793,n36793,65,F
36793,36794,n36794,31,B
36794,36795,n36795,8,B
36795,36796,n36796,74,E
36796,36797,n36797,9,B
36797,36798,n36798,95,F
36798,36799,n36799,99,A
36799,36800,n36800,2,G
36800,36801,n36801,0,G
36801,36802,n36802,6,C
36802,36803,n36803,5,E
36803,36804,n36804,100,G
36804,36805,n36805,83,A
36805,36806,n36806,4,C
36806,36807,n36807,21,D
36807,36808,n36808,46,A
36808,36809,n36809,72,E
36809,36810,n36810,36,G
36810,36811,n36811,44,D
36811,36812,n36812,51,C
36812,36813,n36813,13,F
36813,36814,n36814,42,G
36814,36815,n36815,49,F
36815,36816,n36816,1,F
36816,36817,n36817,5,E
36817,36818,n36818,87,B
36818,36819,n36819,11,A
36819,36820,n36820,12,D
36820,36821,n36821,23,G
36821,36822,n36822,48,G
36822,36823,n36823,2,G
36823,36824,n36824,79,E
36824,36825,n36825,87,F
36825,36826,n36826,50,F
36826,36827,n36827,8,C
36827,36828,n36828,7,D
36828,36829,n36829,86,C
36829,36830,n36830,8,A
36830,36831,n36831,89,F
36831,36832,n36832,52,D
36832,36833,n36833,75,E
36833,36834,n36834,69,E
36834,36835,n36835,100,F
36835,36836,n36836,88,E
36836,36837,n36837,19,A
36837,36838,n36838,59,F
36838,36839,n36839,52,A
36839,36840,n36840,31,E
36840,36841,n36841,46,G
36841,36842,n36842,85,E
36842,36843,n36843,88,C
36843,36844,n36844,33,A
36844,36845,n36845,20,E
36845,36846,n36846,89,D
36846,36847,n36847,11,A
36847,36848,n36848,83,D
36848,36849,n36849,87,F
36849,36850,n36850,41,C
36850,36851,n36851,73,E
36851,36852,n36852,73,G
36852,36853,n36853,54,E
36853,36854,n36854,21,G
36854,36855,n36855,62,G
36855,36856,n36856,40,D
36856,36857,n36857,47,D
36857,36858,n36858,92,C
36858,36859,n36859,77,E
36859,36860,n36860,75,D
36860,36861,n36861,97,C
36861,36862,n36862,87,F
36862,36863,n36863,49,D
36863,36864,n36864,24,G
36864,36865,n36865,31,C
36865,36866,n36866,63,G
36866,36867,n36867,65,A
36867,36868,n36868,42,G
36868,36869,n36869,30,C
36869,36870,n36870,66,F
36870,36871,n36871,18,G
36871,36872,n36872,37,G
36872,36873,n36873,81,B
36873,36874,n36874,45,G
36874,36875,n36875,7,A
36875,36876,n36876,36,F
36876,36877,n36877,41,A
36877,36878,n36878,68,D
36878,36879,n36879,7,D
36879,36880,n36880,11,E
36880,36881,n36881,18,B
36881,36882,n36882,30,E
36882,36883,n36883,34,A
36883,36884,n36884,87,E
36884,36885,n36885,69,A
36885,36886,n36886,71,A
36886,36887,n36887,85,B
36887,36888,n36888,97,C
36888,36889,n36889,79,G
36889,36890,n36890,36,B
36890,36891,n36891,35,A
36891,36892,n36892,6,F
36892,36893,n36893,41,F
36893,36894,n36894,9,A
36894,36895,n36895,33,D
36895,36896,n36896,27,G
36896,36897,n36897,26,B
36897,36898,n36898,35,F
36898,36899,n36899,15,A
36899,36900,n36900,4,B
36900,36901,n36901,95,F
36901,36902,n36902,3,E
36902,36903,n36903,4,E
36903,36904,n36904,56,F
36904,36905,n36905,89,E
36905,36906,n36906,32,C
36906,36907,n36907,58,E
36907,36908,n36908,41,C
36908,36909,n36909,17,A
36909,36910,n36910,47,E
36910,36911,n36911,99,C
36911,36912,n36912,40,C
36912,36913,n36913,41,A
36913,36914,n36914,30,D
36914,36915,n36915,3,A
36915,36916,n36916,8,G
36916,36917,n36917,95,C
36917,36918,n36918,100,G
36918,36919,n36919,50,G
36919,36920,n36920,22,G
36920,36921,n36921,50,C
36921,36922,n36922,59,D
36922,36923,n36923,17,D
36923,36924,n36924,80,C
36924,36925,n36925,46,G
36925,36926,n36926,13,F
36926,36927,n36927,12,D
36927,36928,n36928,15,F
36928,36929,n36929,95,E
36929,36930,n36930,15,F
36930,36931,n36931,21,D
36931,36932,n36932,77,D
36932,36933,n36933,60,D
36933,36934,n36934,20,G
36934,36935,n36935,15,F
36935,36936,n36936,55,E
36936,36937,n36937,88,F
36937,36938,n36938,66,C
36938,36939,n36939,85,A
36939,36940,n36940,17,E
36940,36941,n36941,39,B
36941,36942,n36942,25,C
36942,36943,n36943,52,B
36943,36944,n36944,74,D
36944,36945,n36945,89,D
36945,36946,n36946,93,C
36946,36947,n36947,60,F
36947,36948,n36948,2,A
36948,36949,n36949,46,A
36949,36950,n36950,89,C
36950,36951,n36951,75,E
36951,36952,n36952,31,E
36952,36953,n36953,75,E
36953,36954,n36954,99,C
36954,36955,n36955,54,B
36955,36956,n36956,36,G
36956,36957,n36957,91,G
36957,36958,n36958,21,C
36958,36959,n36959,22,A
36959,36960,n36960,84,B
36960,36961,n36961,25,G
36961,36962,n36962,85,G
36962,36963,n36963,37,A
36963,36964,n36964,70,C
36964,36965,n36965,76,C
36965,36966,n36966,93,C
36966,36967,n36967,15,D
36967,36968,n36968,40,C
36968,36969,n36969,40,G
36969,36970,n36970,70,D
36970,36971,n36971,94,E
36971,36972,n36972,81,A
36972,36973,n36973,85,G
36973,36974,n36974,49,E
36974,36975,n36975,15,A
36975,36976,n36976,37,D
36976,36977,n36977,66,G
36977,36978,n36978,46,E
36978,36979,n36979,30,F
36979,36980,n36980,23,B
36980,36981,n36981,93,C
36981,36982,n36982,35,D
36982,36983,n36983,82,B
36983,36984,n36984,5,A
36984,36985,n36985,18,F
36985,36986,n36986,74,G
36986,36987,n36987,6,B
36987,36988,n36988,85,E
36988,36989,n36989,52,A
36989,36990,n36990,96,A
36990,36991,n36991,63,F
36991,36992,n36992,86,B
36992,36993,n36993,67,D
36993,36994,n36994,0,D
36994,36995,n36995,45,E
36995,36996,n36996,8,G
36996,36997,n36997,68,A
36997,36998,n36998,87,C
36998,36999,n36999,85,A
36999,37000,n37000,61,E
37000,37001,n37001,83,B
37001,37002,n37002,75,B
37002,37003,n37003,22,D
37003,37004,n37004,88,F
37004,37005,n37005,1,F
37005,37006,n37006,83,D
37006,37007,n37007,99,B
37007,37008,n37008,49,A
37008,37009,n37009,31,E
37009,37010,n37010,5,F
37010,37011,n37011,88,B
37011,37012,n37012,50,G
37012,37013,n37013,23,B
37013,37014,n37014,24,F
37014,37015,n37015,17,F
37015,37016,n37016,25,D
37016,37017,n37017,51,D
37017,37018,n37018,83,C
37018,37019,n37019,24,A
37019,37020,n37020,89,A
37020,37021,n37021,80,B
37021,37022,n37022,9,B
37022,37023,n37023,61,C
37023,37024,n37024,25,F
37024,37025,n37025,58,B
37025,37026,n37026,24,F
37026,37027,n37027,6,G
37027,37028,n37028,76,G
37028,37029,n37029,21,F
37029,37030,n37030,100,E
37030,37031,n37031,51,A
37031,37032,n37032,52,D
37032,37033,n37033,75,G
37033,37034,n37034,37,C
37034,37035,n37035,57,E
37035,37036,n37036,73,G
37036,37037,n37037,56,A
37037,37038,n37038,31,B
37038,37039,n37039,89,D
37039,37040,n37040,31,D
37040,37041,n37041,37,B
37041,37042,n37042,63,D
37042,37043,n37043,23,B
37043,37044,n37044,11,C
37044,37045,n37045,27,G
37045,37046,n37046,19,D
37046,37047,n37047,77,E
37047,37048,n37048,89,C
37048,37049,n37049,2,A
37049,37050,n37050,29,D
37050,37051,n37051,31,C
37051,37052,n37052,61,F
37052,37053,n37053,50,B
37053,37054,n37054,57,A
37054,37055,n37055,67,E
